workerid,proliferate.condition,condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5298,Experiment Group,null,,9,,,0.99,Ben respects the professors who we assume established the system long ago.,1092,18,,
5298,Experiment Group,filler_bad,,9001,,,0.08,John was kissed John.,9001,19,,
5298,Experiment Group,filler_good,,8010,,,0.99,It seems to Dave that Gregory left deliberately. ,8010,20,,
5298,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,21,,
5298,Experiment Group,that,,2,,,0.62,Mary recognizes the employees who we think that completed the report very early.,1021,22,,
5298,Experiment Group,null,,11,,,1,Paul visits the technicians who we claim processed the application earlier today.,1112,23,,
5298,Experiment Group,filler_bad,,9009,,,0.15,"Promise to wash, Neal did the car.",9009,24,,
5284,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5284,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5284,Experiment Group,filler_bad,,9009,,,0,"Promise to wash, Neal did the car.",9009,1,,
5284,Experiment Group,filler_good,,8008,,,0.85,Joey attempted to escape through a window. ,8008,2,,
5284,Experiment Group,that,,1,,,0.23,Julia knows the students who you believe that submitted the assignment on time.,1011,3,,
5284,Experiment Group,null,,5,,,0.27,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,4,,
5284,Experiment Group,filler_bad,,9001,,,0.01,John was kissed John.,9001,5,,
5284,Experiment Group,null,,11,,,0.61,Paul visits the technicians who we claim processed the application earlier today.,1112,6,,
5284,Experiment Group,filler_good,,8012,,,0.92,It seems to Mike that Martha helped the student generously. ,8012,7,,
5284,Experiment Group,that,,2,,,0.28,Mary recognizes the employees who we think that completed the report very early.,1021,8,,
5284,Experiment Group,that,,8,,,0.3,Charles notices the experts who you think that updated the software last month.,1081,9,,
5284,Experiment Group,null,,3,,,0.73,Sophia identifies the researchers who we assume published the article last year.,1032,10,,
5284,Experiment Group,filler_good,,8004,,,0.99,Ali hates missing work. ,8004,11,,
5284,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,12,,
5284,Experiment Group,filler_bad,,9007,,,0.06,Who was that Martian kidnapped believed by no one?,9007,13,,
5284,Experiment Group,that,,4,,,0.66,Kate calls the workers who you say that filed the complaint this week.,1041,14,,
5284,Experiment Group,filler_good,,8003,,,0.97,Lisa likes taking vacations.,8003,15,,
5284,Experiment Group,null,,6,,,0.76,Emily meets the colleagues who you suppose finalized the plan right away.,1062,16,,
5284,Experiment Group,filler_bad,,9002,,,0.04,The money was stolen the money.,9002,17,,
5284,Experiment Group,filler_good,,8011,,,0.99,It seems to Nathan that Keith finished the work efficiently.,8011,18,,
5284,Experiment Group,that,,12,,,0.26,Derek supports the directors who you suppose that approved the proposal that evening.,1121,19,,
5284,Experiment Group,null,,7,,,0.86,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,20,,
5284,Experiment Group,that,,10,,,0.24,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,21,,
5284,Experiment Group,null,,9,,,0.87,Ben respects the professors who we assume established the system long ago.,1092,22,,
5284,Experiment Group,filler_bad,,9005,,,0.03,Who was that the principal would fire expected by the reporters?,9005,23,,
5284,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,24,,
5303,Experiment Group,,0.31,,practice_good,practice_good,0.8,,,0,2,
5303,Experiment Group,,,,practice_bad,practice_bad,0.03,,,0,0,
5303,Experiment Group,null,,5,,,0.86,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,1,,
5303,Experiment Group,that,,11,,,0.6,Paul visits the technicians who we claim that processed the application earlier today.,1111,2,,
5303,Experiment Group,filler_bad,,9008,,,0.15,Who is that the jail must release accepted by few citizens?,9008,3,,
5303,Experiment Group,filler_good,,8012,,,0.96,It seems to Mike that Martha helped the student generously. ,8012,4,,
5303,Experiment Group,filler_bad,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,5,,
5303,Experiment Group,filler_good,,8004,,,0.97,Ali hates missing work. ,8004,6,,
5303,Experiment Group,that,,6,,,0.32,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,7,,
5303,Experiment Group,null,,8,,,0.93,Charles notices the experts who you think updated the software last month.,1082,8,,
5303,Experiment Group,filler_bad,,9006,,,0.05,What was that the movers would break feared by the family?,9006,9,,
5303,Experiment Group,filler_good,,8008,,,0.99,Joey attempted to escape through a window. ,8008,10,,
5303,Experiment Group,null,,4,,,0.98,Kate calls the workers who you say filed the complaint this week.,1042,11,,
5303,Experiment Group,that,,12,,,0.01,Derek supports the directors who you suppose that approved the proposal that evening.,1121,12,,
5303,Experiment Group,filler_bad,,9003,,,0.08,The hedges were trimmed the hedges.,9003,13,,
5303,Experiment Group,null,,3,,,0.96,Sophia identifies the researchers who we assume published the article last year.,1032,14,,
5303,Experiment Group,that,,2,,,0.56,Mary recognizes the employees who we think that completed the report very early.,1021,15,,
5303,Experiment Group,filler_good,,8009,,,0.95,It seems to Carla that Robert studied for the test effectively.,8009,16,,
5303,Experiment Group,filler_bad,,9009,,,0.1,"Promise to wash, Neal did the car.",9009,17,,
5303,Experiment Group,filler_good,,8011,,,0.98,It seems to Nathan that Keith finished the work efficiently.,8011,18,,
5303,Experiment Group,that,,7,,,0.37,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,19,,
5303,Experiment Group,null,,9,,,0.96,Ben respects the professors who we assume established the system long ago.,1092,20,,
5303,Experiment Group,filler_good,,8010,,,0.91,It seems to Dave that Gregory left deliberately. ,8010,21,,
5303,Experiment Group,that,,1,,,0.77,Julia knows the students who you believe that submitted the assignment on time.,1011,22,,
5303,Experiment Group,null,,10,,,0.91,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,23,,
5303,Experiment Group,filler_bad,,9007,,,0.07,Who was that Martian kidnapped believed by no one?,9007,24,,
5261,Experiment Group,,,,practice_good,practice_good,0.89,,,0,0,
5261,Experiment Group,,,,practice_bad,practice_bad,0.15,,,0,0,
5261,Experiment Group,filler_bad,,9002,,,0.13,The money was stolen the money.,9002,1,,
5261,Experiment Group,filler_good,,8005,,,0.81,Vivian attempted to write short stories.,8005,2,,
5261,Experiment Group,null,,6,,,0.34,Emily meets the colleagues who you suppose finalized the plan right away.,1062,3,,
5261,Experiment Group,that,,1,,,0.28,Julia knows the students who you believe that submitted the assignment on time.,1011,4,,
5261,Experiment Group,filler_bad,,9003,,,0.24,The hedges were trimmed the hedges.,9003,5,,
5261,Experiment Group,that,,12,,,0.49,Derek supports the directors who you suppose that approved the proposal that evening.,1121,6,,
5261,Experiment Group,filler_good,,8003,,,0.95,Lisa likes taking vacations.,8003,7,,
5261,Experiment Group,null,,9,,,0.74,Ben respects the professors who we assume established the system long ago.,1092,8,,
5261,Experiment Group,null,,8,,,0.6,Charles notices the experts who you think updated the software last month.,1082,9,,
5261,Experiment Group,filler_good,,8008,,,0.89,Joey attempted to escape through a window. ,8008,10,,
5261,Experiment Group,filler_bad,,9011,,,0.31,"Refuse to write, Maria did the article.",9011,11,,
5261,Experiment Group,that,,5,,,0.37,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,12,,
5261,Experiment Group,null,,2,,,0.67,Mary recognizes the employees who we think completed the report very early.,1022,13,,
5261,Experiment Group,filler_good,,8002,,,0.97,Barry likes drinking milkshakes. ,8002,14,,
5261,Experiment Group,filler_bad,,9010,,,0.54,"Want to eat, James did the pie.",9010,15,,
5261,Experiment Group,that,,10,,,0.56,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,16,,
5261,Experiment Group,null,,7,,,0.6,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,17,,
5261,Experiment Group,filler_bad,,9006,,,0.31,What was that the movers would break feared by the family?,9006,18,,
5261,Experiment Group,filler_good,,8009,,,0.77,It seems to Carla that Robert studied for the test effectively.,8009,19,,
5261,Experiment Group,that,,3,,,0.65,Sophia identifies the researchers who we assume that published the article last year.,1031,20,,
5261,Experiment Group,null,,4,,,0.65,Kate calls the workers who you say filed the complaint this week.,1042,21,,
5261,Experiment Group,filler_good,,8004,,,0.92,Ali hates missing work. ,8004,22,,
5261,Experiment Group,filler_bad,,9012,,,0.18,"Tried to bury, Kimberly did the treasure chest.",9012,23,,
5261,Experiment Group,that,,11,,,0.42,Paul visits the technicians who we claim that processed the application earlier today.,1111,24,,
5258,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5258,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5258,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,1,,
5258,Experiment Group,that,,7,,,0.77,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,2,,
5258,Experiment Group,filler_bad,,9012,,,0,"Tried to bury, Kimberly did the treasure chest.",9012,3,,
5258,Experiment Group,null,,3,,,1,Sophia identifies the researchers who we assume published the article last year.,1032,4,,
5258,Experiment Group,that,,4,,,0.14,Kate calls the workers who you say that filed the complaint this week.,1041,5,,
5258,Experiment Group,filler_bad,,9011,,,0,"Refuse to write, Maria did the article.",9011,6,,
5258,Experiment Group,null,,10,,,1,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,7,,
5258,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,8,,
5258,Experiment Group,that,,5,,,0,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,9,,
5258,Experiment Group,filler_bad,,9005,,,0.73,Who was that the principal would fire expected by the reporters?,9005,10,,
5258,Experiment Group,filler_good,,8009,,,1,It seems to Carla that Robert studied for the test effectively.,8009,11,,
5258,Experiment Group,null,,12,,,1,Derek supports the directors who you suppose approved the proposal that evening.,1122,12,,
5258,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,13,,
5258,Experiment Group,null,,2,,,1,Mary recognizes the employees who we think completed the report very early.,1022,14,,
5258,Experiment Group,that,,8,,,0.16,Charles notices the experts who you think that updated the software last month.,1081,15,,
5258,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,16,,
5258,Experiment Group,null,,1,,,1,Julia knows the students who you believe submitted the assignment on time.,1012,17,,
5258,Experiment Group,that,,6,,,0,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,18,,
5258,Experiment Group,filler_good,,8012,,,1,It seems to Mike that Martha helped the student generously. ,8012,19,,
5258,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,20,,
5258,Experiment Group,filler_bad,,9008,,,0,Who is that the jail must release accepted by few citizens?,9008,21,,
5258,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,22,,
5258,Experiment Group,that,,9,,,1,Ben respects the professors who we assume that established the system long ago.,1091,23,,
5258,Experiment Group,null,,11,,,0.98,Paul visits the technicians who we claim processed the application earlier today.,1112,24,,
5319,Experiment Group,,,,practice_good,practice_good,0.97,,,0,0,
5319,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5319,Experiment Group,null,,10,,,1,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,1,,
5319,Experiment Group,that,,4,,,0.19,Kate calls the workers who you say that filed the complaint this week.,1041,2,,
5319,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,3,,
5319,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,4,,
5319,Experiment Group,null,,3,,,0.86,Sophia identifies the researchers who we assume published the article last year.,1032,5,,
5319,Experiment Group,that,,7,,,0.25,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,6,,
5319,Experiment Group,filler_good,,8012,,,0.85,It seems to Mike that Martha helped the student generously. ,8012,7,,
5319,Experiment Group,filler_bad,,9010,,,0.01,"Want to eat, James did the pie.",9010,8,,
5319,Experiment Group,filler_good,,8009,,,0.85,It seems to Carla that Robert studied for the test effectively.,8009,9,,
5319,Experiment Group,filler_bad,,9007,,,0.02,Who was that Martian kidnapped believed by no one?,9007,10,,
5319,Experiment Group,null,,1,,,0.89,Julia knows the students who you believe submitted the assignment on time.,1012,11,,
5319,Experiment Group,that,,8,,,0.25,Charles notices the experts who you think that updated the software last month.,1081,12,,
5319,Experiment Group,null,,12,,,0.83,Derek supports the directors who you suppose approved the proposal that evening.,1122,13,,
5319,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,14,,
5319,Experiment Group,that,,9,,,0.35,Ben respects the professors who we assume that established the system long ago.,1091,15,,
5319,Experiment Group,filler_bad,,9006,,,0.02,What was that the movers would break feared by the family?,9006,16,,
5319,Experiment Group,null,,11,,,0.9,Paul visits the technicians who we claim processed the application earlier today.,1112,17,,
5319,Experiment Group,filler_bad,,9002,,,0.01,The money was stolen the money.,9002,18,,
5319,Experiment Group,that,,5,,,0.15,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,19,,
5319,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,20,,
5319,Experiment Group,null,,2,,,0.8,Mary recognizes the employees who we think completed the report very early.,1022,21,,
5319,Experiment Group,filler_bad,,9009,,,0,"Promise to wash, Neal did the car.",9009,22,,
5319,Experiment Group,that,,6,,,0.15,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,23,,
5319,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,24,,
5304,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5304,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5304,Experiment Group,that,,3,,,0.91,Sophia identifies the researchers who we assume that published the article last year.,1031,1,,
5304,Experiment Group,filler_good,,8005,,,0.99,Vivian attempted to write short stories.,8005,2,,
5304,Experiment Group,null,,2,,,0.9,Mary recognizes the employees who we think completed the report very early.,1022,3,,
5304,Experiment Group,filler_bad,,9012,,,0.14,"Tried to bury, Kimberly did the treasure chest.",9012,4,,
5304,Experiment Group,filler_good,,8012,,,0.84,It seems to Mike that Martha helped the student generously. ,8012,5,,
5304,Experiment Group,filler_bad,,9010,,,0.1,"Want to eat, James did the pie.",9010,6,,
5304,Experiment Group,null,,9,,,0.82,Ben respects the professors who we assume established the system long ago.,1092,7,,
5304,Experiment Group,that,,8,,,0.28,Charles notices the experts who you think that updated the software last month.,1081,8,,
5304,Experiment Group,that,,5,,,0.56,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,9,,
5304,Experiment Group,null,,7,,,0.9,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,10,,
5304,Experiment Group,filler_bad,,9008,,,0.37,Who is that the jail must release accepted by few citizens?,9008,11,,
5304,Experiment Group,filler_good,,8002,,,0.84,Barry likes drinking milkshakes. ,8002,12,,
5304,Experiment Group,null,,1,,,0.57,Julia knows the students who you believe submitted the assignment on time.,1012,13,,
5304,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,14,,
5304,Experiment Group,that,,11,,,0.3,Paul visits the technicians who we claim that processed the application earlier today.,1111,15,,
5304,Experiment Group,filler_bad,,9006,,,0.24,What was that the movers would break feared by the family?,9006,16,,
5304,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,17,,
5304,Experiment Group,null,,10,,,0.7,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,18,,
5304,Experiment Group,filler_good,,8011,,,0.77,It seems to Nathan that Keith finished the work efficiently.,8011,19,,
5304,Experiment Group,that,,12,,,0.19,Derek supports the directors who you suppose that approved the proposal that evening.,1121,20,,
5304,Experiment Group,filler_good,,8009,,,0.78,It seems to Carla that Robert studied for the test effectively.,8009,21,,
5304,Experiment Group,null,,4,,,0.63,Kate calls the workers who you say filed the complaint this week.,1042,22,,
5304,Experiment Group,that,,6,,,0.44,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,23,,
5304,Experiment Group,filler_bad,,9001,,,0.07,John was kissed John.,9001,24,,
5254,Experiment Group,,,,practice_good,practice_good,0.99,,,0,0,
5254,Experiment Group,,,,practice_bad,practice_bad,0.03,,,0,0,
5254,Experiment Group,that,,11,,,0,Paul visits the technicians who we claim that processed the application earlier today.,1111,1,,
5254,Experiment Group,null,,2,,,1,Mary recognizes the employees who we think completed the report very early.,1022,2,,
5254,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,3,,
5254,Experiment Group,filler_good,,8001,,,0.99,Joshua hates eating sushi. ,8001,4,,
5254,Experiment Group,filler_good,,8003,,,0.97,Lisa likes taking vacations.,8003,5,,
5254,Experiment Group,filler_bad,,9012,,,0,"Tried to bury, Kimberly did the treasure chest.",9012,6,,
5254,Experiment Group,null,,4,,,0.99,Kate calls the workers who you say filed the complaint this week.,1042,7,,
5254,Experiment Group,that,,9,,,0.02,Ben respects the professors who we assume that established the system long ago.,1091,8,,
5254,Experiment Group,filler_bad,,9005,,,0.02,Who was that the principal would fire expected by the reporters?,9005,9,,
5254,Experiment Group,filler_good,,8006,,,0.99,Tommy attempted to take a picture.,8006,10,,
5254,Experiment Group,that,,6,,,0.83,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,11,,
5254,Experiment Group,null,,10,,,0.97,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,12,,
5254,Experiment Group,filler_good,,8012,,,1,It seems to Mike that Martha helped the student generously. ,8012,13,,
5254,Experiment Group,filler_bad,,9011,,,0.01,"Refuse to write, Maria did the article.",9011,14,,
5254,Experiment Group,that,,8,,,0.86,Charles notices the experts who you think that updated the software last month.,1081,15,,
5254,Experiment Group,null,,7,,,0.99,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,16,,
5254,Experiment Group,filler_good,,8004,,,0.97,Ali hates missing work. ,8004,17,,
5254,Experiment Group,that,,5,,,0.86,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,18,,
5254,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,19,,
5254,Experiment Group,null,,1,,,0.99,Julia knows the students who you believe submitted the assignment on time.,1012,20,,
5254,Experiment Group,filler_bad,,9008,,,0,Who is that the jail must release accepted by few citizens?,9008,21,,
5254,Experiment Group,that,,3,,,0.82,Sophia identifies the researchers who we assume that published the article last year.,1031,22,,
5254,Experiment Group,null,,12,,,0.99,Derek supports the directors who you suppose approved the proposal that evening.,1122,23,,
5254,Experiment Group,filler_good,,8007,,,0.98,Valerie attempted to cancel her magazine subscription.,8007,24,,
5318,Experiment Group,,,,practice_good,practice_good,0.74,,,0,0,
5318,Experiment Group,,1,,practice_bad,practice_bad,0.48,,,0,3,
5318,Experiment Group,that,,9,,,0.27,Ben respects the professors who we assume that established the system long ago.,1091,1,,
5318,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,2,,
5318,Experiment Group,null,,12,,,0.17,Derek supports the directors who you suppose approved the proposal that evening.,1122,3,,
5318,Experiment Group,filler_bad,,9011,,,0.17,"Refuse to write, Maria did the article.",9011,4,,
5318,Experiment Group,filler_good,,8012,,,0.7,It seems to Mike that Martha helped the student generously. ,8012,5,,
5318,Experiment Group,that,,7,,,0.18,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,6,,
5318,Experiment Group,null,,6,,,0.17,Emily meets the colleagues who you suppose finalized the plan right away.,1062,7,,
5318,Experiment Group,filler_bad,,9005,,,0.08,Who was that the principal would fire expected by the reporters?,9005,8,,
5318,Experiment Group,that,,4,,,0.08,Kate calls the workers who you say that filed the complaint this week.,1041,9,,
5318,Experiment Group,null,,5,,,0.18,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,10,,
5318,Experiment Group,filler_bad,,9006,,,0.1,What was that the movers would break feared by the family?,9006,11,,
5318,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,12,,
5318,Experiment Group,that,,10,,,0.25,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,13,,
5318,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,14,,
5318,Experiment Group,filler_bad,,9007,,,0.22,Who was that Martian kidnapped believed by no one?,9007,15,,
5318,Experiment Group,null,,8,,,0.13,Charles notices the experts who you think updated the software last month.,1082,16,,
5318,Experiment Group,null,,2,,,0.18,Mary recognizes the employees who we think completed the report very early.,1022,17,,
5318,Experiment Group,that,,3,,,0.22,Sophia identifies the researchers who we assume that published the article last year.,1031,18,,
5318,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,19,,
5318,Experiment Group,filler_bad,,9010,,,0.16,"Want to eat, James did the pie.",9010,20,,
5318,Experiment Group,null,,11,,,0.15,Paul visits the technicians who we claim processed the application earlier today.,1112,21,,
5318,Experiment Group,filler_bad,,9003,,,0.24,The hedges were trimmed the hedges.,9003,22,,
5318,Experiment Group,that,,1,,,0.33,Julia knows the students who you believe that submitted the assignment on time.,1011,23,,
5318,Experiment Group,filler_good,,8011,,,0.68,It seems to Nathan that Keith finished the work efficiently.,8011,24,,
5288,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5288,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5288,Experiment Group,null,,9,,,1,Ben respects the professors who we assume established the system long ago.,1092,1,,
5288,Experiment Group,that,,5,,,0.19,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,2,,
5288,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,3,,
5288,Experiment Group,filler_bad,,9009,,,0,"Promise to wash, Neal did the car.",9009,4,,
5288,Experiment Group,that,,2,,,0.31,Mary recognizes the employees who we think that completed the report very early.,1021,5,,
5288,Experiment Group,null,,1,,,1,Julia knows the students who you believe submitted the assignment on time.,1012,6,,
5288,Experiment Group,filler_bad,,9005,,,0.54,Who was that the principal would fire expected by the reporters?,9005,7,,
5288,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,8,,
5288,Experiment Group,filler_bad,,9008,,,0.27,Who is that the jail must release accepted by few citizens?,9008,9,,
5288,Experiment Group,null,,3,,,0.83,Sophia identifies the researchers who we assume published the article last year.,1032,10,,
5288,Experiment Group,that,,10,,,0.39,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,11,,
5288,Experiment Group,filler_good,,8011,,,1,It seems to Nathan that Keith finished the work efficiently.,8011,12,,
5288,Experiment Group,null,,12,,,0.68,Derek supports the directors who you suppose approved the proposal that evening.,1122,13,,
5288,Experiment Group,that,,11,,,0.2,Paul visits the technicians who we claim that processed the application earlier today.,1111,14,,
5288,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,15,,
5288,Experiment Group,filler_good,,8009,,,1,It seems to Carla that Robert studied for the test effectively.,8009,16,,
5288,Experiment Group,null,,6,,,0.83,Emily meets the colleagues who you suppose finalized the plan right away.,1062,17,,
5288,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,18,,
5288,Experiment Group,that,,8,,,0.06,Charles notices the experts who you think that updated the software last month.,1081,19,,
5288,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,20,,
5288,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,21,,
5288,Experiment Group,null,,7,,,1,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,22,,
5288,Experiment Group,that,,4,,,1,Kate calls the workers who you say that filed the complaint this week.,1041,23,,
5288,Experiment Group,filler_good,,8012,,,1,It seems to Mike that Martha helped the student generously. ,8012,24,,
5224,Experiment Group,,,,practice_good,practice_good,0.99,,,0,0,
5224,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5224,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,1,,
5224,Experiment Group,null,,1,,,0.66,Julia knows the students who you believe submitted the assignment on time.,1012,2,,
5224,Experiment Group,filler_bad,,9011,,,0,"Refuse to write, Maria did the article.",9011,3,,
5224,Experiment Group,that,,9,,,0.01,Ben respects the professors who we assume that established the system long ago.,1091,4,,
5224,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,5,,
5224,Experiment Group,that,,12,,,0.58,Derek supports the directors who you suppose that approved the proposal that evening.,1121,6,,
5224,Experiment Group,null,,5,,,0.74,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,7,,
5224,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,8,,
5224,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,9,,
5224,Experiment Group,that,,4,,,0.15,Kate calls the workers who you say that filed the complaint this week.,1041,10,,
5224,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,11,,
5224,Experiment Group,null,,11,,,0.51,Paul visits the technicians who we claim processed the application earlier today.,1112,12,,
5224,Experiment Group,null,,10,,,0.92,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,13,,
5224,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,14,,
5224,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,15,,
5224,Experiment Group,that,,6,,,0.01,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,16,,
5224,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,17,,
5224,Experiment Group,filler_good,,8012,,,1,It seems to Mike that Martha helped the student generously. ,8012,18,,
5224,Experiment Group,null,,7,,,0.68,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,19,,
5224,Experiment Group,that,,3,,,0.56,Sophia identifies the researchers who we assume that published the article last year.,1031,20,,
5224,Experiment Group,filler_bad,,9010,,,0.2,"Want to eat, James did the pie.",9010,21,,
5224,Experiment Group,that,,2,,,0.22,Mary recognizes the employees who we think that completed the report very early.,1021,22,,
5224,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,23,,
5224,Experiment Group,null,,8,,,0.83,Charles notices the experts who you think updated the software last month.,1082,24,,
5290,Experiment Group,,,,practice_good,practice_good,0.89,,,0,0,
5290,Experiment Group,,,,practice_bad,practice_bad,0.14,,,0,0,
5290,Experiment Group,null,,3,,,1,Sophia identifies the researchers who we assume published the article last year.,1032,1,,
5290,Experiment Group,that,,4,,,0.11,Kate calls the workers who you say that filed the complaint this week.,1041,2,,
5290,Experiment Group,filler_bad,,9003,,,0.45,The hedges were trimmed the hedges.,9003,3,,
5290,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,4,,
5290,Experiment Group,filler_bad,,9007,,,0.46,Who was that Martian kidnapped believed by no one?,9007,5,,
5290,Experiment Group,that,,1,,,0.42,Julia knows the students who you believe that submitted the assignment on time.,1011,6,,
5290,Experiment Group,null,,12,,,0.43,Derek supports the directors who you suppose approved the proposal that evening.,1122,7,,
5290,Experiment Group,filler_good,,8009,,,1,It seems to Carla that Robert studied for the test effectively.,8009,8,,
5290,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,9,,
5290,Experiment Group,null,,11,,,0.91,Paul visits the technicians who we claim processed the application earlier today.,1112,10,,
5290,Experiment Group,that,,9,,,0.62,Ben respects the professors who we assume that established the system long ago.,1091,11,,
5290,Experiment Group,filler_bad,,9011,,,0.32,"Refuse to write, Maria did the article.",9011,12,,
5290,Experiment Group,filler_bad,,9012,,,0.16,"Tried to bury, Kimberly did the treasure chest.",9012,13,,
5290,Experiment Group,null,,10,,,0.59,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,14,,
5290,Experiment Group,that,,7,,,0.73,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,15,,
5290,Experiment Group,filler_good,,8011,,,1,It seems to Nathan that Keith finished the work efficiently.,8011,16,,
5290,Experiment Group,that,,2,,,0.4,Mary recognizes the employees who we think that completed the report very early.,1021,17,,
5290,Experiment Group,null,,8,,,0.31,Charles notices the experts who you think updated the software last month.,1082,18,,
