workerid,proliferate.condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5408,Experiment Group,,9001,,,0.03,John was kissed John.,9001,22,,
5408,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,23,,
5408,Experiment Group,,8,,,0.77,Charles notices the experts who you think that updated the software last month.,1081,24,,
5408,Experiment Group,,8004,,,0.99,Anna borrowed a book from the library yesterday afternoon.,8004,25,,
5408,Experiment Group,,13,,,0.85,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,26,,
5408,Experiment Group,,9006,,,0.81,What was that the movers would break feared by the family?,9006,27,,
5408,Experiment Group,,8006,,,0.99,Tommy attempted to take a picture.,8006,28,,
5408,Experiment Group,,14,,,0.94,Kevin reviewed the presentation which you think the assistants prepared yesterday.,1144,29,,
5408,Experiment Group,,15,,,0.86,Natalie invites the guests who we suppose delivered the packages this afternoon.,1152,30,,
5408,Experiment Group,,1,,,0.88,Julia knows the students who you believe that submitted the assignment on time.,1011,31,,
5408,Experiment Group,,16,,,0.83,Oliver examined the prototype which you assume that the candidates designed last spring.,1163,32,,
5395,Experiment Group,,,practice_good,practice_good,0.99,,,0,0,
5395,Experiment Group,,,practice_bad,practice_bad,0.01,,,0,0,
5395,Experiment Group,,9,,,0.57,Ben respects the professors who we assume that established the system long ago.,1091,1,,
5395,Experiment Group,,2,,,0.73,Mary read the report which we think the employees completed very early. ,1024,2,,
5395,Experiment Group,,7,,,0.8,Jake cancelled the meeting which we believe that the secretaries scheduled this morning.,1073,3,,
5395,Experiment Group,,10,,,0.77,Daniel remembers the agents who you said archived the document pretty efficiently.,1102,4,,
5395,Experiment Group,,9005,,,0.1,Who was that the principal would fire expected by the reporters?,9005,5,,
5395,Experiment Group,,4,,,0.85,Kate called the workers who you said that filed the complaint this week.,1041,6,,
5395,Experiment Group,,8007,,,0.89,It seems to Carla that Robert studied for the test effectively.,8007,7,,
5395,Experiment Group,,9002,,,0,The money was stolen the money.,9002,8,,
5395,Experiment Group,,6,,,0.06,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,9,,
5395,Experiment Group,,8003,,,0.94,The manager reviewed the report before the meeting started.,8003,10,,
5395,Experiment Group,,8,,,0.06,Charles notices the experts who you think that updated the software last month.,1081,11,,
5395,Experiment Group,,9006,,,0.11,What was that the movers would break feared by the family?,9006,12,,
5395,Experiment Group,,12,,,0.26,Derek supports the directors who you supposed that approved the proposal that evening.,1121,13,,
5395,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,14,,
5395,Experiment Group,,8005,,,0.98,Vivian attempted to write short stories.,8005,15,,
5395,Experiment Group,,8001,,,0.98,Joshua hates eating sushi. ,8001,16,,
5395,Experiment Group,,9007,,,0.02,"Promise to wash, Neal did the car.",9007,17,,
5395,Experiment Group,,8006,,,0.98,Tommy attempted to take a picture.,8006,18,,
5395,Experiment Group,,8008,,,0.89,It seems to Dave that Gregory left deliberately. ,8008,19,,
5395,Experiment Group,,5,,,0.82,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,20,,
5395,Experiment Group,,9004,,,0.02,The visitors the paintings admires  in the museum yesterday.,9004,21,,
5395,Experiment Group,,11,,,0.74,Paul visits the technicians who we claim that processed the application earlier today.,1111,22,,
5395,Experiment Group,,9001,,,0.01,John was kissed John.,9001,23,,
5395,Experiment Group,,1,,,0.87,Julia knows the students who you believe that submitted the assignment on time.,1011,24,,
5395,Experiment Group,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,25,,
5395,Experiment Group,,9008,,,0.01,"Want to eat, James did the pie.",9008,26,,
5395,Experiment Group,,9003,,,0.02,Matthew the problem solved after thinking about it careful.,9003,27,,
5395,Experiment Group,,3,,,0.9,Sophia identifies the researchers who we assume that published the article last year.,1031,28,,
5395,Experiment Group,,13,,,0.91,Laura attended the festival which we believe the neighbors organized last weekend.,1134,29,,
5395,Experiment Group,,16,,,0.91,Oliver interviewed the candidates who you assume designed the prototype last spring.,1162,30,,
5395,Experiment Group,,14,,,0.9,Kevin reviewed the presentation which you think that the assistants prepared yesterday.,1143,31,,
5395,Experiment Group,,15,,,0.89,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,32,,
5432,Experiment Group,,,practice_good,practice_good,0.91,,,0,0,
5432,Experiment Group,,,practice_bad,practice_bad,0.01,,,0,0,
5432,Experiment Group,,11,,,0.19,Paul filed the application which we claim the technicians processed earlier today.,1114,1,,
5432,Experiment Group,,9,,,0.39,Ben respects the professors who we assume that established the system long ago.,1091,2,,
5432,Experiment Group,,2,,,0.83,Mary recognizes the employees who we think completed the report very early.,1022,3,,
5432,Experiment Group,,7,,,0.81,Jake cancelled the meeting which we believe that the secretaries scheduled this morning.,1073,4,,
5432,Experiment Group,,3,,,0.7,Sophia identifies the researchers who we assume that published the article last year.,1031,5,,
5432,Experiment Group,,8006,,,0.98,Tommy attempted to take a picture.,8006,6,,
5432,Experiment Group,,8,,,0.07,Charles notices the experts who you think that updated the software last month.,1081,7,,
5432,Experiment Group,,9003,,,0.08,Matthew the problem solved after thinking about it careful.,9003,8,,
5432,Experiment Group,,10,,,0.19,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,9,,
5432,Experiment Group,,9001,,,0.2,John was kissed John.,9001,10,,
5432,Experiment Group,,8001,,,0.99,Joshua hates eating sushi. ,8001,11,,
5432,Experiment Group,,6,,,0.71,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,12,,
5432,Experiment Group,,8008,,,0.95,It seems to Dave that Gregory left deliberately. ,8008,13,,
5432,Experiment Group,,4,,,0.65,Kate called the workers who you said that filed the complaint this week.,1041,14,,
5432,Experiment Group,,8003,,,0.99,The manager reviewed the report before the meeting started.,8003,15,,
5432,Experiment Group,,8005,,,0.98,Vivian attempted to write short stories.,8005,16,,
5432,Experiment Group,,9002,,,0.14,The money was stolen the money.,9002,17,,
5432,Experiment Group,,9008,,,0.13,"Want to eat, James did the pie.",9008,18,,
5432,Experiment Group,,16,,,0.62,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,19,,
5432,Experiment Group,,9006,,,0.05,What was that the movers would break feared by the family?,9006,20,,
5432,Experiment Group,,8007,,,0.96,It seems to Carla that Robert studied for the test effectively.,8007,21,,
5432,Experiment Group,,8002,,,0.96,Barry likes drinking milkshakes. ,8002,22,,
5432,Experiment Group,,9007,,,0.17,"Promise to wash, Neal did the car.",9007,23,,
5432,Experiment Group,,12,,,0.14,Derek supports the directors who you supposed that approved the proposal that evening.,1121,24,,
5432,Experiment Group,,9005,,,0.04,Who was that the principal would fire expected by the reporters?,9005,25,,
5432,Experiment Group,,8004,,,0.98,Anna borrowed a book from the library yesterday afternoon.,8004,26,,
5432,Experiment Group,,9004,,,0.04,The visitors the paintings admires  in the museum yesterday.,9004,27,,
5432,Experiment Group,,15,,,0.75,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,28,,
5432,Experiment Group,,5,,,0.68,Janice edited the manuscript which we claim the teachers reviewed quite early.,1054,29,,
5432,Experiment Group,,1,,,0.88,Julia knows the students who you believe submitted the assignment on time.,1012,30,,
5432,Experiment Group,,13,,,0.8,Laura attended the festival which we believe that the neighbors organized last weekend.,1133,31,,
5432,Experiment Group,,14,,,0.09,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,32,,
5457,Experiment Group,,,practice_good,practice_good,1,,,0,0,
5457,Experiment Group,,,practice_bad,practice_bad,0.04,,,0,0,
5457,Experiment Group,,6,,,0.19,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,1,,
5457,Experiment Group,,13,,,1,Laura attended the festival which we believe the neighbors organized last weekend.,1134,2,,
5457,Experiment Group,,14,,,0.72,Kevin reviewed the presentation which you think that the assistants prepared yesterday.,1143,3,,
5457,Experiment Group,,5,,,0.68,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,4,,
5457,Experiment Group,,3,,,0.76,Sophia identifies the researchers who we assume that published the article last year.,1031,5,,
5457,Experiment Group,,9004,,,0.05,The visitors the paintings admires  in the museum yesterday.,9004,6,,
5457,Experiment Group,,9006,,,0.13,What was that the movers would break feared by the family?,9006,7,,
5457,Experiment Group,,9001,,,0.48,John was kissed John.,9001,8,,
5457,Experiment Group,,9003,,,0.51,Matthew the problem solved after thinking about it careful.,9003,9,,
5457,Experiment Group,,8008,,,1,It seems to Dave that Gregory left deliberately. ,8008,10,,
5457,Experiment Group,,8007,,,1,It seems to Carla that Robert studied for the test effectively.,8007,11,,
5457,Experiment Group,,4,,,0.7,Kate called the workers who you said that filed the complaint this week.,1041,12,,
5457,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,13,,
5457,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,14,,
5457,Experiment Group,,12,,,0.72,Derek supports the directors who you supposed that approved the proposal that evening.,1121,15,,
5457,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,16,,
5457,Experiment Group,,16,,,0.74,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,17,,
5457,Experiment Group,,9005,,,0.4,Who was that the principal would fire expected by the reporters?,9005,18,,
5457,Experiment Group,,15,,,0.69,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,19,,
5457,Experiment Group,,9007,,,0.4,"Promise to wash, Neal did the car.",9007,20,,
5457,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,21,,
5457,Experiment Group,,8005,,,1,Vivian attempted to write short stories.,8005,22,,
5457,Experiment Group,,7,,,0.83,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,23,,
5457,Experiment Group,,9002,,,0.15,The money was stolen the money.,9002,24,,
5457,Experiment Group,,9008,,,0.12,"Want to eat, James did the pie.",9008,25,,
5457,Experiment Group,,10,,,0.73,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,26,,
5457,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,27,,
5457,Experiment Group,,1,,,0.71,Julia knows the students who you believe that submitted the assignment on time.,1011,28,,
5457,Experiment Group,,11,,,0.94,Paul filed the application which we claim the technicians processed earlier today.,1114,29,,
5457,Experiment Group,,8,,,1,Charles uninstalled the software which you think that the experts updated last month.,1083,30,,
5457,Experiment Group,,2,,,0.92,Mary recognizes the employees who we think that completed the report very early.,1021,31,,
5457,Experiment Group,,9,,,1,Ben respects the professors who we assume established the system long ago.,1092,32,,
5389,Experiment Group,,,practice_good,practice_good,0.95,,,0,0,
5389,Experiment Group,,,practice_bad,practice_bad,0.1,,,0,0,
5389,Experiment Group,,11,,,0.07,Paul filed the application which we claim that the technicians processed earlier today.,1113,1,,
5389,Experiment Group,,12,,,0.52,Derek supports the directors who you supposed that approved the proposal that evening.,1121,2,,
5389,Experiment Group,,3,,,0.98,Sophia downloaded the article which we assume the researchers published last year.,1034,3,,
5389,Experiment Group,,15,,,0.65,Natalie invites the guests who we suppose delivered the packages this afternoon.,1152,4,,
5389,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,5,,
5389,Experiment Group,,8001,,,0.98,Joshua hates eating sushi. ,8001,6,,
5389,Experiment Group,,8008,,,0.99,It seems to Dave that Gregory left deliberately. ,8008,7,,
5389,Experiment Group,,7,,,0.18,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,8,,
5389,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,9,,
5389,Experiment Group,,6,,,0.12,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,10,,
5389,Experiment Group,,9002,,,0,The money was stolen the money.,9002,11,,
5389,Experiment Group,,9008,,,0.01,"Want to eat, James did the pie.",9008,12,,
5389,Experiment Group,,2,,,0.54,Mary recognizes the employees who we think that completed the report very early.,1021,13,,
5389,Experiment Group,,8007,,,0.98,It seems to Carla that Robert studied for the test effectively.,8007,14,,
5389,Experiment Group,,9001,,,0.01,John was kissed John.,9001,15,,
5389,Experiment Group,,13,,,0.24,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,16,,
5389,Experiment Group,,8004,,,0.98,Anna borrowed a book from the library yesterday afternoon.,8004,17,,
5389,Experiment Group,,5,,,0.18,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,18,,
5389,Experiment Group,,9005,,,0.12,Who was that the principal would fire expected by the reporters?,9005,19,,
5389,Experiment Group,,8005,,,0.99,Vivian attempted to write short stories.,8005,20,,
5389,Experiment Group,,9,,,0.19,Ben respects the professors who we assume that established the system long ago.,1091,21,,
5389,Experiment Group,,9004,,,0.02,The visitors the paintings admires  in the museum yesterday.,9004,22,,
5389,Experiment Group,,9006,,,0.01,What was that the movers would break feared by the family?,9006,23,,
5389,Experiment Group,,14,,,0.18,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,24,,
5389,Experiment Group,,9007,,,0,"Promise to wash, Neal did the car.",9007,25,,
5389,Experiment Group,,9003,,,0.35,Matthew the problem solved after thinking about it careful.,9003,26,,
5389,Experiment Group,,1,,,0.09,Julia knows the students who you believe that submitted the assignment on time.,1011,27,,
5389,Experiment Group,,8006,,,0.87,Tommy attempted to take a picture.,8006,28,,
5389,Experiment Group,,10,,,0.75,Daniel remembers the agents who you said archived the document pretty efficiently.,1102,29,,
5389,Experiment Group,,16,,,0.13,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,30,,
5389,Experiment Group,,8,,,0.63,Charles uninstalled the software which you think that the experts updated last month.,1083,31,,
5389,Experiment Group,,4,,,0.98,Kate documented the complaint which you said the workers filed this week.,1044,32,,
5427,Experiment Group,,,practice_good,practice_good,1,,,0,0,
5427,Experiment Group,1,,practice_bad,practice_bad,0,,,0,2,
5427,Experiment Group,,13,,,1,Laura greets the neighbors who we believe organized the festival last weekend.,1132,1,,
5427,Experiment Group,,9,,,0,Ben trusts nue system which we assume the professors established long ago.,1094,2,,
5427,Experiment Group,,15,,,0.01,Natalie received the packages which we suppose that the guests delivered this afternoon.,1153,3,,
5427,Experiment Group,,11,,,0,Paul visits the technicians who we claim that processed the application earlier today.,1111,4,,
5427,Experiment Group,,4,,,0.02,Kate called the workers who you said that filed the complaint this week.,1041,5,,
5427,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,6,,
5427,Experiment Group,,9005,,,0.01,Who was that the principal would fire expected by the reporters?,9005,7,,
5427,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,8,,
5427,Experiment Group,,8008,,,0.99,It seems to Dave that Gregory left deliberately. ,8008,9,,
5427,Experiment Group,,8005,,,0.99,Vivian attempted to write short stories.,8005,10,,
5427,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,11,,
5427,Experiment Group,,9001,,,0.01,John was kissed John.,9001,12,,
5427,Experiment Group,,3,,,0.01,Sophia identifies the researchers who we assume that published the article last year.,1031,13,,
5427,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,14,,
5427,Experiment Group,,9004,,,0.01,The visitors the paintings admires  in the museum yesterday.,9004,15,,
5427,Experiment Group,,8,,,0.01,Charles notices the experts who you think that updated the software last month.,1081,16,,
5427,Experiment Group,,9006,,,0.01,What was that the movers would break feared by the family?,9006,17,,
5427,Experiment Group,,12,,,0.01,Derek supports the directors who you supposed that approved the proposal that evening.,1121,18,,
5427,Experiment Group,,8007,,,1,It seems to Carla that Robert studied for the test effectively.,8007,19,,
5427,Experiment Group,,9002,,,0.01,The money was stolen the money.,9002,20,,
5427,Experiment Group,,14,,,0.01,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,21,,
5427,Experiment Group,,9007,,,0.01,"Promise to wash, Neal did the car.",9007,22,,
5427,Experiment Group,,9008,,,0.01,"Want to eat, James did the pie.",9008,23,,
5427,Experiment Group,,1,,,0.01,Julia knows the students who you believe that submitted the assignment on time.,1011,24,,
5427,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,25,,
5427,Experiment Group,,16,,,0,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,26,,
5427,Experiment Group,,9003,,,0.01,Matthew the problem solved after thinking about it careful.,9003,27,,
5427,Experiment Group,,2,,,0.01,Mary recognizes the employees who we think that completed the report very early.,1021,28,,
5427,Experiment Group,,6,,,0.01,Emily approved the plan which you suppose that the colleagues finalized right away.,1063,29,,
5427,Experiment Group,,7,,,0.99,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,30,,
5427,Experiment Group,,5,,,0.99,Janice edited the manuscript which we claim the teachers reviewed quite early.,1054,31,,
5427,Experiment Group,,10,,,0.02,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,32,,
5411,Experiment Group,,,practice_good,practice_good,0.98,,,0,0,
5411,Experiment Group,,,practice_bad,practice_bad,0.01,,,0,0,
5411,Experiment Group,,12,,,0.69,Derek drafted the proposal which you supposed the directors approved that evening.,1124,1,,
5411,Experiment Group,,11,,,1,Paul visits the technicians who we claim processed the application earlier today.,1112,2,,
5411,Experiment Group,,13,,,0.99,Laura attended the festival which we believe that the neighbors organized last weekend.,1133,3,,
5411,Experiment Group,,15,,,0.28,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,4,,
5411,Experiment Group,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,5,,
5411,Experiment Group,,8006,,,0.99,Tommy attempted to take a picture.,8006,6,,
5411,Experiment Group,,4,,,0.29,Kate called the workers who you said that filed the complaint this week.,1041,7,,
5411,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,8,,
5411,Experiment Group,,9006,,,0.06,What was that the movers would break feared by the family?,9006,9,,
5411,Experiment Group,,1,,,0.22,Julia knows the students who you believe that submitted the assignment on time.,1011,10,,
5411,Experiment Group,,9002,,,0.01,The money was stolen the money.,9002,11,,
5411,Experiment Group,,9007,,,0.01,"Promise to wash, Neal did the car.",9007,12,,
5411,Experiment Group,,8003,,,0.99,The manager reviewed the report before the meeting started.,8003,13,,
5411,Experiment Group,,9,,,0.1,Ben respects the professors who we assume that established the system long ago.,1091,14,,
5411,Experiment Group,,8008,,,0.99,It seems to Dave that Gregory left deliberately. ,8008,15,,
5411,Experiment Group,,8004,,,0.99,Anna borrowed a book from the library yesterday afternoon.,8004,16,,
5411,Experiment Group,,3,,,0.18,Sophia identifies the researchers who we assume that published the article last year.,1031,17,,
5411,Experiment Group,,9003,,,0,Matthew the problem solved after thinking about it careful.,9003,18,,
5411,Experiment Group,,14,,,0.1,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,19,,
5411,Experiment Group,,8007,,,0.98,It seems to Carla that Robert studied for the test effectively.,8007,20,,
5411,Experiment Group,,9001,,,0,John was kissed John.,9001,21,,
5411,Experiment Group,,8005,,,0.99,Vivian attempted to write short stories.,8005,22,,
5411,Experiment Group,,7,,,0.19,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,23,,
5411,Experiment Group,,9004,,,0,The visitors the paintings admires  in the museum yesterday.,9004,24,,
5411,Experiment Group,,8,,,0.17,Charles notices the experts who you think that updated the software last month.,1081,25,,
5411,Experiment Group,,8002,,,0.98,Barry likes drinking milkshakes. ,8002,26,,
5411,Experiment Group,,9008,,,0,"Want to eat, James did the pie.",9008,27,,
5411,Experiment Group,,6,,,0.16,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,28,,
5411,Experiment Group,,10,,,0.99,Daniel found the document which you said the agents archived pretty efficiently.,1104,29,,
5411,Experiment Group,,2,,,0.17,Mary recognizes the employees who we think that completed the report very early.,1021,30,,
5411,Experiment Group,,16,,,1,Oliver interviewed the candidates who you assume designed the prototype last spring.,1162,31,,
5411,Experiment Group,,5,,,0.88,Janice edited the manuscript which we claim that the teachers reviewed quite early.,1053,32,,
5445,Experiment Group,,,practice_good,practice_good,0.75,,,0,0,
5445,Experiment Group,,,practice_bad,practice_bad,0.14,,,0,0,
5445,Experiment Group,,9,,,0.47,Ben trusts the system which we assume that the professors established long ago.,1093,1,,
5445,Experiment Group,,16,,,0.14,Oliver interviewed the candidates who you assume designed the prototype last spring.,1162,2,,
5445,Experiment Group,,13,,,0.96,Laura attended the festival which we believe the neighbors organized last weekend.,1134,3,,
5445,Experiment Group,,14,,,0.24,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,4,,
5445,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,5,,
5445,Experiment Group,,9001,,,0,John was kissed John.,9001,6,,
5445,Experiment Group,,2,,,0.66,Mary recognizes the employees who we think that completed the report very early.,1021,7,,
5445,Experiment Group,,8007,,,0.91,It seems to Carla that Robert studied for the test effectively.,8007,8,,
5445,Experiment Group,,8005,,,1,Vivian attempted to write short stories.,8005,9,,
5445,Experiment Group,,1,,,0.33,Julia knows the students who you believe that submitted the assignment on time.,1011,10,,
5445,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,11,,
5445,Experiment Group,,9008,,,0.1,"Want to eat, James did the pie.",9008,12,,
5445,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,13,,
5445,Experiment Group,,6,,,0.34,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,14,,
5445,Experiment Group,,9007,,,0.2,"Promise to wash, Neal did the car.",9007,15,,
5445,Experiment Group,,9006,,,0.02,What was that the movers would break feared by the family?,9006,16,,
5445,Experiment Group,,8008,,,0.88,It seems to Dave that Gregory left deliberately. ,8008,17,,
5445,Experiment Group,,5,,,0.3,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,18,,
5445,Experiment Group,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,19,,
5445,Experiment Group,,12,,,0.42,Derek supports the directors who you supposed that approved the proposal that evening.,1121,20,,
5445,Experiment Group,,9003,,,0,Matthew the problem solved after thinking about it careful.,9003,21,,
5445,Experiment Group,,9004,,,0,The visitors the paintings admires  in the museum yesterday.,9004,22,,
5445,Experiment Group,,11,,,0.09,Paul visits the technicians who we claim that processed the application earlier today.,1111,23,,
5445,Experiment Group,,9002,,,0,The money was stolen the money.,9002,24,,
5445,Experiment Group,,4,,,0.59,Kate called the workers who you said that filed the complaint this week.,1041,25,,
5445,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,26,,
5445,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,27,,
5445,Experiment Group,,10,,,0.51,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,28,,
5445,Experiment Group,,15,,,0.33,Natalie received the packages which we suppose that the guests delivered this afternoon.,1153,29,,
5445,Experiment Group,,7,,,0.48,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,30,,
5445,Experiment Group,,8,,,0.7,Charles uninstalled the software which you think the experts updated last month.,1084,31,,
5445,Experiment Group,,3,,,0.49,Sophia identifies the researchers who we assume that published the article last year.,1031,32,,
5437,Experiment Group,,,practice_good,practice_good,0.96,,,0,0,
5437,Experiment Group,,,practice_bad,practice_bad,0.03,,,0,0,
5437,Experiment Group,,9,,,0.93,Ben trusts the system which we assume that the professors established long ago.,1093,1,,
5437,Experiment Group,,10,,,0.61,Daniel found the document which you said the agents archived pretty efficiently.,1104,2,,
5437,Experiment Group,,12,,,0.68,Derek supports the directors who you supposed that approved the proposal that evening.,1121,3,,
5437,Experiment Group,,3,,,0.91,Sophia identifies the researchers who we assume published the article last year.,1032,4,,
5437,Experiment Group,,8005,,,0.98,Vivian attempted to write short stories.,8005,5,,
5437,Experiment Group,,8007,,,0.98,It seems to Carla that Robert studied for the test effectively.,8007,6,,
5437,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,7,,
5437,Experiment Group,,1,,,0.57,Julia knows the students who you believe that submitted the assignment on time.,1011,8,,
5437,Experiment Group,,9006,,,0,What was that the movers would break feared by the family?,9006,9,,
5437,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,10,,
5437,Experiment Group,,13,,,0.77,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,11,,
5437,Experiment Group,,9005,,,0.17,Who was that the principal would fire expected by the reporters?,9005,12,,
5437,Experiment Group,,4,,,0.93,Kate called the workers who you said that filed the complaint this week.,1041,13,,
5437,Experiment Group,,8008,,,1,It seems to Dave that Gregory left deliberately. ,8008,14,,
5437,Experiment Group,,9001,,,0,John was kissed John.,9001,15,,
5437,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,16,,
5437,Experiment Group,,14,,,0.38,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,17,,
5437,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,18,,
5437,Experiment Group,,6,,,0.52,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,19,,
5437,Experiment Group,,9008,,,0,"Want to eat, James did the pie.",9008,20,,
5437,Experiment Group,,2,,,0.58,Mary recognizes the employees who we think that completed the report very early.,1021,21,,
5437,Experiment Group,,9002,,,0,The money was stolen the money.,9002,22,,
5437,Experiment Group,,9007,,,0.15,"Promise to wash, Neal did the car.",9007,23,,
5437,Experiment Group,,9003,,,0.41,Matthew the problem solved after thinking about it careful.,9003,24,,
5437,Experiment Group,,11,,,0.58,Paul visits the technicians who we claim that processed the application earlier today.,1111,25,,
5437,Experiment Group,,9004,,,0,The visitors the paintings admires  in the museum yesterday.,9004,26,,
5437,Experiment Group,,15,,,0.71,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,27,,
5437,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,28,,
5437,Experiment Group,,5,,,0.36,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,29,,
5437,Experiment Group,,7,,,0.65,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,30,,
5437,Experiment Group,,8,,,0.35,Charles uninstalled the software which you think the experts updated last month.,1084,31,,
5437,Experiment Group,,16,,,0.6,Oliver examined the prototype which you assume that the candidates designed last spring.,1163,32,,
5364,Experiment Group,0.44,,practice_good,practice_good,0.97,,,0,1,
5364,Experiment Group,,,practice_bad,practice_bad,0.04,,,0,0,
5364,Experiment Group,,10,,,0.52,Daniel found the document which you said that the agents archived pretty efficiently.,1103,1,,
5364,Experiment Group,,8,,,0.28,Charles notices the experts who you think updated the software last month.,1082,2,,
5364,Experiment Group,,2,,,0.63,Mary read the report which we think the employees completed very early. ,1024,3,,
5364,Experiment Group,,14,,,0.21,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,4,,
5364,Experiment Group,,8002,,,0.97,Barry likes drinking milkshakes. ,8002,5,,
5364,Experiment Group,,11,,,0.26,Paul visits the technicians who we claim that processed the application earlier today.,1111,6,,
5364,Experiment Group,,8008,,,0.97,It seems to Dave that Gregory left deliberately. ,8008,7,,
5364,Experiment Group,,16,,,0.47,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,8,,
5364,Experiment Group,,9006,,,0,What was that the movers would break feared by the family?,9006,9,,
5364,Experiment Group,,3,,,0.72,Sophia identifies the researchers who we assume that published the article last year.,1031,10,,
5364,Experiment Group,,8006,,,0.96,Tommy attempted to take a picture.,8006,11,,
5364,Experiment Group,,9003,,,0.45,Matthew the problem solved after thinking about it careful.,9003,12,,
5364,Experiment Group,,8003,,,0.99,The manager reviewed the report before the meeting started.,8003,13,,
5364,Experiment Group,,8004,,,0.98,Anna borrowed a book from the library yesterday afternoon.,8004,14,,
5364,Experiment Group,,5,,,0.52,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,15,,
5364,Experiment Group,,8001,,,0.98,Joshua hates eating sushi. ,8001,16,,
5364,Experiment Group,,9002,,,0.04,The money was stolen the money.,9002,17,,
5364,Experiment Group,,8005,,,0.97,Vivian attempted to write short stories.,8005,18,,
5364,Experiment Group,,9004,,,0.2,The visitors the paintings admires  in the museum yesterday.,9004,19,,
